id,source,sentence_1,sentence_2,label,binary-label
boostcamp-sts-v1-train-4184,petition-sampled,이번에는 꼭 징벌적 손해배상제 제정하라,제2의 세월호 참사를 막을려면 강력한 징벌적 민형사 처벌제도를 마련하라...,0.4,0.0
boostcamp-sts-v1-train-4185,slack-sampled,데뷰 2021 스케쥴이 나왔네요!,오늘 데뷰 시작했네요~!,0.8,0.0
boostcamp-sts-v1-train-4186,slack-sampled,ㅎㅎㅎ 지금 소타로 얼마나 나올지 궁금하네요.,워낙 변수가 많으니 금리인상으로 얼마나 잡힐지 궁금하네요...,0.8,0.0
boostcamp-sts-v1-train-4187,nsmc-sampled,오유에서 왔어요~ ^^,시사회에 다녀왔습니다. ^^,0.0,0.0
boostcamp-sts-v1-train-4188,petition-sampled,드루킹 특검을 대선불복에 연결 치졸한 정치쇼다.,"드루킹 김경수를 구속 수사하고, 특검연장을 해서 진실을 밝혀야 대한민국이 삽니다.",2.0,0.0
boostcamp-sts-v1-train-4189,nsmc-sampled,"왠만한 뮤직비디오만도 못하니,뭘 보고 있으란건지...",왜 만든거고 뭘 말하고자 한건지...도데체...,1.2,0.0
boostcamp-sts-v1-train-4190,petition-sampled,스포츠스타 군 문제해결 해주세요,스포츠 분야 병역 특혜 제도 문제있습니다.,1.4,0.0
boostcamp-sts-v1-train-4191,slack-rtt,멀리보고 시간을 효율적으로 사용하려면 우선순위 잘 정하고 자를 것은 자르고 쉴때는 쉬어야 하겠습니다.,"먼 곳을 보고 시간을 효율적으로 사용하려면 우선순위를 잘 정하고, 자르고 싶은 대로 자르고, 쉬어야 할 때 쉬어야 합니다.",3.6,1.0
boostcamp-sts-v1-train-4192,petition-sampled,암표상들의 처벌 법률을 강화시켜주세요,암표상 근절을 위한 강력한 처벌을 원합니다,3.6,1.0
boostcamp-sts-v1-train-4193,nsmc-rtt,로버트 다우니 주니어라는 이름을 기억하게 만든 영화,로버트 다우니 주니어의 이름을 기억하게 만든 영화.,4.8,1.0
boostcamp-sts-v1-train-4194,petition-sampled,조두순처벌 더 강력하게,조두순 처벌 더 해주세요!!,4.0,1.0
boostcamp-sts-v1-train-4195,petition-rtt,양심적이라며 병역을 거부하는 병역거부자들에게 법의 평등한 처벌을 요청합니다.,양심적이라는 이유로 복무를 거부하는 병역거부자에 대해 법에 따라 평등한 처벌을 요청합니다.,4.2,1.0
boostcamp-sts-v1-train-4196,slack-sampled,앞으로 잘 부탁드립니다!,앞으로 잘 부탁드립니다!!,4.8,1.0
boostcamp-sts-v1-train-4197,petition-sampled,워마드를 폐지해주세요,"일베,워마드 사이트를 폐지해주세요",3.0,1.0
boostcamp-sts-v1-train-4198,slack-sampled,김포 혹은 강남에서 곧 뵙길 바라면서! ㅎㅎ,조만간 뵙길 바라며!,2.8,1.0
boostcamp-sts-v1-train-4199,petition-sampled,사람들의 잘못된 행동,문재인 정부의 잘못된 정책,0.2,0.0
boostcamp-sts-v1-train-4200,petition-sampled,청원비용을 5만원씩 받아주세요,30일의 청원기간을 60일로 늘려주세요,0.2,0.0
boostcamp-sts-v1-train-4201,petition-sampled,검정고시 페지해야 한다고 봅니다,검정고시가 페지되어야 한다고 봅니다,5.0,1.0
boostcamp-sts-v1-train-4202,nsmc-sampled,"이시대에 여성인권에 필수적인, 여성인권을 위하여...",하지만 음악 영화라고 할 수는 없다...,0.0,0.0
boostcamp-sts-v1-train-4203,nsmc-sampled,이 영화 정말 미친 이야기다..,이 영화 정말 감동 그 자체다..,1.8,0.0
boostcamp-sts-v1-train-4204,nsmc-rtt,어른이 된 지금도 살아가는데 힘이되고 의지되는 명작~~!!,어른이 된 지금도 살아갈 힘과 기댈 수 있는 명작~~!!,4.0,1.0
boostcamp-sts-v1-train-4205,nsmc-sampled,재밋어용해피엔딩 맞죵??ㅎㅎㅎ,엄청 지루하고 요상한 해피엔딩(?).,1.2,0.0
boostcamp-sts-v1-train-4206,nsmc-rtt,샤론 스톤을 뒷받침해줄 배우가 전혀 없는 아쉬움.,연출가 기획의 의도는 알겠는데 의도대로 안 된 아쉬움.,0.4,0.0
boostcamp-sts-v1-train-4207,petition-sampled,"대통령, 국회의원 '여남'동수 청원합니다","대통령,국회의원 일정 웹사이트 법제화 요청드립니다",0.4,0.0
boostcamp-sts-v1-train-4208,slack-rtt,오늘의 <PERSON> 님 웰컴 식사!,오늘의 <PERSON> 환영만찬!,3.4,1.0
boostcamp-sts-v1-train-4209,petition-sampled,축구협회에 대한 청원,국회 해산에 대한 청원,0.5,0.0
boostcamp-sts-v1-train-4210,petition-rtt,"대기업 통신사 횡포개선, 피해복구, 관련자 처벌","대형 통신사 폭정 개선, 피해 복구, 관계인 처벌",4.4,1.0
boostcamp-sts-v1-train-4211,petition-sampled,서울에서 집이란 ...,돈벌기 힘들어서. . .,0.0,0.0
boostcamp-sts-v1-train-4212,petition-sampled,전이명박대통령 출국금지,이명박 전 대통령 출국금지,5.0,1.0
boostcamp-sts-v1-train-4213,petition-sampled,부도난건물에 세워진 타워크레인,지폐에 그려진 인물화를 바꿔주세요,0.0,0.0
boostcamp-sts-v1-train-4214,petition-rtt,세무서 직무 유기로 민원인 소송비용 손해 와 조세 징수 우선권 에 대한 청원,세무서 업무포기로 인한 공무원 소송비용 손실 및 징수우선순위 청원,2.8,1.0
boostcamp-sts-v1-train-4215,nsmc-rtt,드라마가 가면 갈수록 재밌음..,드라마가 거듭될수록 재미있다.,4.4,1.0
boostcamp-sts-v1-train-4216,slack-sampled,두 분 덕분에 부끄럽지만 힘내보았습니다 감사합니당,요새 매일 알찬 정보 올려주셔서 감사합니당ㅋㅋ,0.5,0.0
boostcamp-sts-v1-train-4217,nsmc-rtt,그들에게 거대의 위기가 닥쳐왔다!,그들에게 큰 위기가 왔다!,4.0,1.0
boostcamp-sts-v1-train-4218,petition-rtt,"중국으로부터 오는 황사,미세먼지,모래바람으로 부터 국민을 지켜주세요","중국의 황사, 미세먼지, 모래바람으로부터 국민을 지켜주세요.",4.6,1.0
boostcamp-sts-v1-train-4219,slack-sampled,@오피스 근처에 거주하시는 분들,제주오피스는 참으로 사랑입니다 ㅎㅎ,0.6,0.0
boostcamp-sts-v1-train-4220,slack-sampled,같이 못해서 아쉽네요;;,유료 없어서 못씀;;,0.0,0.0
boostcamp-sts-v1-train-4221,slack-sampled,"CE팀 워크샵 다녀온 이야기, 리더에 대한 동경, 추천에 대해 궁금한 점 등등 다양한 이야기를 나눴습니다.","특별했던 우리 회사 조인 이야기, 삼성에 관한 이야기, AI와 개발자에 관한 이야기 모두 너무 재밌었습니다.",0.6,0.0
boostcamp-sts-v1-train-4222,slack-sampled,잘 부탁드립니다!!,앞으로 잘 부탁드립니다~!!,3.6,1.0
boostcamp-sts-v1-train-4223,nsmc-rtt,태국영화 수준이 많이 낮구나 초딩급 스토리,태국 영화의 수준은 매우 낮습니다. 초등학교 수준의 이야기.,4.0,1.0
boostcamp-sts-v1-train-4224,petition-rtt,대구전지역도 실환가요?,대구 전역도 실향민?,0.8,0.0
boostcamp-sts-v1-train-4225,nsmc-sampled,진짜보면서 웃겨죽는줄알았어요ㅎ,보는내내 웃겨죽는줄알았다 완전 킹왕짱 ㅋㅋ,3.6,1.0
boostcamp-sts-v1-train-4226,slack-rtt,( + 차 있으신 분 정말 환영 ),( + 차가 있으신 분들은 매우 환영합니다 ),4.0,1.0
boostcamp-sts-v1-train-4227,slack-sampled,도움을 주실 수 있는 분은 스레드로 알려주시거나 저에게 DM 주시면 감사하겠습니다,댓글 달아주시거나 저에게 DM 주시면 감사하겠습니다!,3.0,1.0
boostcamp-sts-v1-train-4228,nsmc-rtt,근데 막상끝나니아쉽네요...,근데 정말 간단하게 끝...,0.0,0.0
boostcamp-sts-v1-train-4229,nsmc-sampled,정말 감명깊게봤었어요,감명깊게 봤음 ㅋㅋ,3.8,1.0
boostcamp-sts-v1-train-4230,slack-sampled,크으 정말 업이네요! ㅋㅋ,크으으으 이정재!!,0.0,0.0
boostcamp-sts-v1-train-4231,slack-sampled,: 파토내고 다음주에 다시 모아본다.,: 어떻게든 사람을 더 모아본다.,1.2,0.0
boostcamp-sts-v1-train-4232,nsmc-sampled,스토리가 아쉽지만 볼만햇다,스토리도 괜찮고 흐름도 괜찮아서 볼만함,2.4,0.0
boostcamp-sts-v1-train-4233,slack-rtt,끊임없는 실험을 통해 발전시켜나가는 AI의 특성이 녹아져 있어서 그런것 같다고 하시더라구요! ㅎㅎ,끊임없는 실험을 통해 개발되고 있는 AI의 특성이 녹아 있기 때문이라고 합니다! 헤헤,3.8,1.0
boostcamp-sts-v1-train-4234,slack-rtt,네넵! 알겠습니닷!,넵! 알아요!,2.2,0.0
boostcamp-sts-v1-train-4235,nsmc-rtt,"오래전 봤지만, 아직도 생생.",오랜만에 봤는데 아직도 생생하네요.,3.8,1.0
boostcamp-sts-v1-train-4236,nsmc-sampled,아유레디는 무슨...너부터 준비해라,뭐냐...경찰들은 뭐하는디..,0.0,0.0
boostcamp-sts-v1-train-4237,petition-sampled,그렇게떳떳하면 국회의원들 특수활동비도조사합시다,"국회 의장, 상임 위원 특수 활동비도 전면 폐지 청원...",0.0,0.0
boostcamp-sts-v1-train-4238,petition-rtt,"대한축구협회의 “해외비자금”, 대한축구협회 와 KAM SPORTS 의 20여년 유착 불법특혜사업 수사하여 주십시오",대한축구협회의 '해외 비자금'과 대한축구협회와 KAM SPORTS 간의 20년 넘게 불법 우대사업을 수사하다.,3.4,1.0
boostcamp-sts-v1-train-4239,nsmc-sampled,느낌 살릴려면 영화관에서 바야 제맛인 영화임.,어제는 영화관에서 오늘은 집에서 레미제러블을 보게되었네요.,0.6,0.0
boostcamp-sts-v1-train-4240,petition-sampled,김치프리미엄 꼭 좀 빼주시길 바랍니다,김치프리미엄'을 이용한 국가수입 및 관광산업 육성,1.2,0.0
boostcamp-sts-v1-train-4241,petition-sampled,지방아파트자가비율65%육박한다,카드사의 26%에 육박하는 이자,0.0,0.0
boostcamp-sts-v1-train-4242,slack-sampled,앗 숨길려고 했는데,앗 죄송합니다 ㅠㅠ,0.0,0.0
boostcamp-sts-v1-train-4243,petition-rtt,대체휴무 이름을 바꿔주세요,대체 휴일의 이름을 변경하십시오,4.2,1.0
boostcamp-sts-v1-train-4244,petition-sampled,워마드 강서구살인사건조롱한죄로 모두 처벌해야합니다,강서구 pc방알바생 살인사건 공범과 진범모두 처벌 받게해주세요.,0.8,0.0
boostcamp-sts-v1-train-4245,petition-sampled,개인회생변제기간단축제도를전국에서시행해주시길부탁드립니다,개인회생 변제기간단축시행에 따른 기존회생진행자 소급적용,1.4,0.0
boostcamp-sts-v1-train-4246,nsmc-sampled,보고나면 찝찝하고 불쾌한 영화.,찝찝하고 답답하고 어이없는영화 괜히봄.,2.6,1.0
boostcamp-sts-v1-train-4247,nsmc-sampled,시리즈의 진화란 이렇게 하는것이다,시리즈의 시작이니 점수 후하게 준다,0.8,0.0
boostcamp-sts-v1-train-4248,nsmc-sampled,역시 잇뽀 파이팅...^^,역시~~~장진감독님~~^^,0.4,0.0
boostcamp-sts-v1-train-4249,petition-sampled,가상화폐거래소 폐쇄 반대합니다,가상화폐 거래소 폐쇄를 반대합니다.,4.8,1.0
boostcamp-sts-v1-train-4250,slack-rtt,우와 다람쥐 진짜 오랜만에 보네요,"와, 다람쥐를 본 지가 오랜만이다.",3.2,1.0
boostcamp-sts-v1-train-4251,petition-sampled,중국도 아니고 정부가 인터넷 검열하는게 말이됩니까,하루전도 아니고 지금이게 말이 된다고생각하시나요?,0.0,0.0
boostcamp-sts-v1-train-4252,petition-sampled,외국곤충의 허가를 원합니다,EXID의 재계약을 원합니다.,0.0,0.0
boostcamp-sts-v1-train-4253,nsmc-rtt,그냥 재미없네 보던거니까 마저봐야지 이랬는데 갑자기 원주민생활하는건 진짜 어처구니가 없었음이건 그냥 영화가 아니다,재미없어서 그냥 봤는데 봐야지,2.0,0.0
boostcamp-sts-v1-train-4254,petition-sampled,대통령님 이게 나라입니까?,문재인대통령님 이게나라입니까?,3.2,1.0
boostcamp-sts-v1-train-4255,petition-sampled,댓글제한을 풀어주세요,담배소매인 거리제한을 풀어주세요,0.2,0.0
boostcamp-sts-v1-train-4256,petition-sampled,소아성범죄자처벌강화,아동범죄 처벌 강화,2.8,1.0
boostcamp-sts-v1-train-4257,slack-rtt,다음 워크샵에서는 같은 팀으로 뵈어요!,다음 워크샵에서 같은 팀으로 만나요!,4.6,1.0
boostcamp-sts-v1-train-4258,slack-sampled,이 멤버가.. 매칭되었던 그 시점에는 ‘우앗 대박 멤버다!,회식 이번 달은 2명 매칭인가용!! <PERSON> 와 둘이 잡힌 회식..!!!,0.4,0.0
boostcamp-sts-v1-train-4259,slack-sampled,다른 리더님들도 고고고!,다음에 한국에서도 고고고!,0.8,0.0
boostcamp-sts-v1-train-4260,petition-sampled,마을도로 좀 찾아주세요,우리집 좀 찾아 주세요.,0.5,0.0
boostcamp-sts-v1-train-4261,nsmc-rtt,초중반까지는 좋았는데 감독이 너무 많은것을 보여주려고 한것 같고.본인의 생각을 너무 강요한 느낌이 들어서 거북했,초반과 중반까지는 좋았는데 감독님이 너무 많은 걸 보여주려고 한 것 같아요.,2.4,0.0
boostcamp-sts-v1-train-4262,slack-sampled,언젠가 우리도 우리의 IDC 를 지을 날이 올까요?,이걸 우리눈으로 직접 보는 날이 올까요?,0.4,0.0
boostcamp-sts-v1-train-4263,slack-sampled,정말 늦은 시간 죄송합니다.,늦은 시간까지 고생 많으십니다!!!,1.4,0.0
boostcamp-sts-v1-train-4264,petition-sampled,요양원 관련 건의합니다,조두순에 대해서 건의합니다,0.2,0.0
boostcamp-sts-v1-train-4265,slack-rtt,"저기 끝판왕이있었군여,,,","거기에 왕이 있었다,,,,",0.8,0.0
boostcamp-sts-v1-train-4266,petition-sampled,동서평화고속도로추진해주세요,영동고속도로 버스전용차로 폐지하여 주세요,0.8,0.0
boostcamp-sts-v1-train-4267,petition-sampled,오늘도 계속돼는 유은혜 논란,유은혜 교육부 장관 후보자 응원합니다,1.0,0.0
boostcamp-sts-v1-train-4268,nsmc-sampled,그냥 아이폰광고영화임...,기분나쁜영화였어.......,0.2,0.0
boostcamp-sts-v1-train-4269,petition-sampled,국민연금해지(선택제),국회의원 선출방식 변경(양원제),0.0,0.0
boostcamp-sts-v1-train-4270,petition-sampled,여수화양농공단지 공기오염 해결과 학교석면제거작업의 철저화 촉구,권선2동 농수산물 시장 소음공해 및 빛 피해 조사 및 보상 당장 실시하라,0.0,0.0
boostcamp-sts-v1-train-4271,slack-sampled,마치 제 미래 이야기 같네요.. ㅎㅎ,사무실 폰부스가 마치 투표소 같아 보였습니다..ㅋㅋ,0.0,0.0
boostcamp-sts-v1-train-4272,slack-sampled,미쿡에서 굿즈가 왔습니다.,사무실에 가습기가 여러대 왔습니다.,0.0,0.0
boostcamp-sts-v1-train-4273,petition-sampled,가상화폐 규제 반대,가상화폐 금지 반대.,3.4,1.0
boostcamp-sts-v1-train-4274,nsmc-sampled,영화관에서 아버지가 우는 모습을 처음 봤다.,유일하게 내가 졸면서 보았던 영화.. 그것도 영화관에서.,1.0,0.0
boostcamp-sts-v1-train-4275,nsmc-sampled,배우들 연기만 본듯,배우들 연기력만 낭비한예인듯...,2.4,0.0
boostcamp-sts-v1-train-4276,nsmc-sampled,이런 영화를 이제 보다니!!.,이걸 이제 봤다니....정말 좋은 영화이다,3.0,1.0
boostcamp-sts-v1-train-4277,petition-sampled,경의 중앙선 배차간격,지하철 1호선 배차간격 조정,1.0,0.0
boostcamp-sts-v1-train-4278,petition-sampled,연합뉴스폐지시켜주세요,소년법 폐지시켜주세요,0.2,0.0
boostcamp-sts-v1-train-4279,nsmc-sampled,내 인생 최고의 만화..,내 인생 최악의 영화..,1.0,0.0
boostcamp-sts-v1-train-4280,nsmc-sampled,인간적으로 이건 진짜 아닌 영화,영화 정말 재미없네요ㅡㅡ,2.0,0.0
boostcamp-sts-v1-train-4281,slack-sampled,우왕 오피스 일몰이다!,오피스 짐도 설치!,0.8,0.0
boostcamp-sts-v1-train-4282,nsmc-rtt,그 고요함과 평온한에 스며들다,그 고요함과 고요함에 빠져들다,3.4,1.0
boostcamp-sts-v1-train-4283,petition-sampled,초등학교앞 등교시간 교통경찰 서계셔주세요,학생과 직장인 출근 및 등교시간을 나눠주세요,0.8,0.0
boostcamp-sts-v1-train-4284,slack-rtt,맛있는거 많이 드시고 즐거운 주말!,맛있는거 많이 드시고 즐거운 주말 보내세요!,3.8,1.0
boostcamp-sts-v1-train-4285,petition-sampled,북한지원금800달러반대,대북800만달러 지원 결사반대!!,3.8,1.0
boostcamp-sts-v1-train-4286,petition-sampled,청소년 보호법 즉각폐지바랍니다,청소년보호법 폐지 부탁드립니다!,4.0,1.0
boostcamp-sts-v1-train-4287,slack-rtt,모 드라마에 나오는 이 헤드셋은 무엇일까요?,어떤 드라마에 나오는 이 헤드셋은 뭔가요?,4.2,1.0
boostcamp-sts-v1-train-4288,petition-sampled,여성 인권과 낙태죄,"낙태죄 폐지, 반대",1.4,0.0
boostcamp-sts-v1-train-4289,slack-sampled,"이로써 구성원 모두가 가장 최신의 회사의 비전, 미션, 밸류, 방향, 제품 등을 이해하고, 내/외부와 공통 선상에서 커뮤니케이션이 가능해 지는 효과가 발생합니다.","각 데이터마다 비영리적으로 사용가능, 영리 사용 가능 등 여러가지 수칙이 있는 것으로 알고있습니다",0.0,0.0
boostcamp-sts-v1-train-4290,nsmc-sampled,"정말 할말이 없다,,,",진짜 할 말이 없다...,4.4,1.0
boostcamp-sts-v1-train-4291,petition-rtt,경기도 양주시 종합병원 설립이 왜 어려운건가요,경기도 양주에 종합병원 설립이 어려운 이유는?,3.8,1.0
boostcamp-sts-v1-train-4292,petition-rtt,제발 심신미약자 접근금지 시행시켜주세요,심신이 약한 분들의 접근을 금지해주세요.,4.0,1.0
boostcamp-sts-v1-train-4293,slack-sampled,제가 오늘 일이터져서.. 다음에 콜에서 제대로 인사드리겠습니다!,제가 처음에 낯을 좀 가려서...ㅎㅎ 다음에는 2번째로 뵙는거니 제대로 인사드릴게요~!!,2.2,0.0
